case_id,operator_id,operator,hardware,method,status,reason,latency_us,mode
train:linear|modeling:Adevice03_POD|profile,train:linear,Linear,modeling:Adevice03_POD,profile,not_connected,尚未接入实测参考,,
train:linear|modeling:Adevice03_POD|roofline,train:linear,Linear,modeling:Adevice03_POD,roofline,succeeded,,1.6384,roofline
train:linear|modeling:Adevice03_POD|tilesim,train:linear,Linear,modeling:Adevice03_POD,tilesim,succeeded,,4.441526814082755,dsl-eng
train:linear|modeling:Adevice03_POD|method3,train:linear,Linear,modeling:Adevice03_POD,method3,not_connected,尚未配置评估组件,,
train:linear|modeling:Adevice03_POD|method4,train:linear,Linear,modeling:Adevice03_POD,method4,not_connected,尚未配置评估组件,,
train:linear|modeling:Adevice03_Server|profile,train:linear,Linear,modeling:Adevice03_Server,profile,not_connected,尚未接入实测参考,,
train:linear|modeling:Adevice03_Server|roofline,train:linear,Linear,modeling:Adevice03_Server,roofline,succeeded,,1.6384,roofline
train:linear|modeling:Adevice03_Server|tilesim,train:linear,Linear,modeling:Adevice03_Server,tilesim,succeeded,,4.441526814082755,dsl-eng
train:linear|modeling:Adevice03_Server|method3,train:linear,Linear,modeling:Adevice03_Server,method3,not_connected,尚未配置评估组件,,
train:linear|modeling:Adevice03_Server|method4,train:linear,Linear,modeling:Adevice03_Server,method4,not_connected,尚未配置评估组件,,
train:linear|modeling:B200_POD|profile,train:linear,Linear,modeling:B200_POD,profile,not_connected,尚未接入实测参考,,
train:linear|modeling:B200_POD|roofline,train:linear,Linear,modeling:B200_POD,roofline,succeeded,,0.32767999999999997,roofline
train:linear|modeling:B200_POD|tilesim,train:linear,Linear,modeling:B200_POD,tilesim,unsupported,TileSim 的 GB200 配置缺少 BF16 计算/向量参数；未改用 FP16,,
train:linear|modeling:B200_POD|method3,train:linear,Linear,modeling:B200_POD,method3,not_connected,尚未配置评估组件,,
train:linear|modeling:B200_POD|method4,train:linear,Linear,modeling:B200_POD,method4,not_connected,尚未配置评估组件,,
train:linear|modeling:B200_Server|profile,train:linear,Linear,modeling:B200_Server,profile,not_connected,尚未接入实测参考,,
train:linear|modeling:B200_Server|roofline,train:linear,Linear,modeling:B200_Server,roofline,succeeded,,0.32767999999999997,roofline
train:linear|modeling:B200_Server|tilesim,train:linear,Linear,modeling:B200_Server,tilesim,unsupported,TileSim 的 GB200 配置缺少 BF16 计算/向量参数；未改用 FP16,,
train:linear|modeling:B200_Server|method3,train:linear,Linear,modeling:B200_Server,method3,not_connected,尚未配置评估组件,,
train:linear|modeling:B200_Server|method4,train:linear,Linear,modeling:B200_Server,method4,not_connected,尚未配置评估组件,,
train:linear|modeling:B300_POD|profile,train:linear,Linear,modeling:B300_POD,profile,not_connected,尚未接入实测参考,,
train:linear|modeling:B300_POD|roofline,train:linear,Linear,modeling:B300_POD,roofline,succeeded,,0.32767999999999997,roofline
train:linear|modeling:B300_POD|tilesim,train:linear,Linear,modeling:B300_POD,tilesim,unsupported,TileSim 的 H200 配置缺少 BF16 计算/向量参数；未改用 FP16,,
train:linear|modeling:B300_POD|method3,train:linear,Linear,modeling:B300_POD,method3,not_connected,尚未配置评估组件,,
train:linear|modeling:B300_POD|method4,train:linear,Linear,modeling:B300_POD,method4,not_connected,尚未配置评估组件,,
train:linear|modeling:B300_Server|profile,train:linear,Linear,modeling:B300_Server,profile,not_connected,尚未接入实测参考,,
train:linear|modeling:B300_Server|roofline,train:linear,Linear,modeling:B300_Server,roofline,succeeded,,0.32767999999999997,roofline
train:linear|modeling:B300_Server|tilesim,train:linear,Linear,modeling:B300_Server,tilesim,unsupported,TileSim 的 H200 配置缺少 BF16 计算/向量参数；未改用 FP16,,
train:linear|modeling:B300_Server|method3,train:linear,Linear,modeling:B300_Server,method3,not_connected,尚未配置评估组件,,
train:linear|modeling:B300_Server|method4,train:linear,Linear,modeling:B300_Server,method4,not_connected,尚未配置评估组件,,
train:linear|modeling:H100_POD|profile,train:linear,Linear,modeling:H100_POD,profile,not_connected,尚未接入实测参考,,
train:linear|modeling:H100_POD|roofline,train:linear,Linear,modeling:H100_POD,roofline,succeeded,,0.7825194029850746,roofline
train:linear|modeling:H100_POD|tilesim,train:linear,Linear,modeling:H100_POD,tilesim,unsupported,TileSim 的 H200 配置缺少 BF16 计算/向量参数；未改用 FP16,,
train:linear|modeling:H100_POD|method3,train:linear,Linear,modeling:H100_POD,method3,not_connected,尚未配置评估组件,,
train:linear|modeling:H100_POD|method4,train:linear,Linear,modeling:H100_POD,method4,not_connected,尚未配置评估组件,,
train:linear|modeling:H100_Server|profile,train:linear,Linear,modeling:H100_Server,profile,not_connected,尚未接入实测参考,,
train:linear|modeling:H100_Server|roofline,train:linear,Linear,modeling:H100_Server,roofline,succeeded,,0.7825194029850746,roofline
train:linear|modeling:H100_Server|tilesim,train:linear,Linear,modeling:H100_Server,tilesim,unsupported,TileSim 的 H200 配置缺少 BF16 计算/向量参数；未改用 FP16,,
train:linear|modeling:H100_Server|method3,train:linear,Linear,modeling:H100_Server,method3,not_connected,尚未配置评估组件,,
train:linear|modeling:H100_Server|method4,train:linear,Linear,modeling:H100_Server,method4,not_connected,尚未配置评估组件,,
train:linear|modeling:H200_POD|profile,train:linear,Linear,modeling:H200_POD,profile,not_connected,尚未接入实测参考,,
train:linear|modeling:H200_POD|roofline,train:linear,Linear,modeling:H200_POD,roofline,succeeded,,0.5461333333333334,roofline
train:linear|modeling:H200_POD|tilesim,train:linear,Linear,modeling:H200_POD,tilesim,unsupported,TileSim 的 H200 配置缺少 BF16 计算/向量参数；未改用 FP16,,
train:linear|modeling:H200_POD|method3,train:linear,Linear,modeling:H200_POD,method3,not_connected,尚未配置评估组件,,
train:linear|modeling:H200_POD|method4,train:linear,Linear,modeling:H200_POD,method4,not_connected,尚未配置评估组件,,
train:linear|modeling:H200_Server|profile,train:linear,Linear,modeling:H200_Server,profile,not_connected,尚未接入实测参考,,
train:linear|modeling:H200_Server|roofline,train:linear,Linear,modeling:H200_Server,roofline,succeeded,,0.5461333333333334,roofline
train:linear|modeling:H200_Server|tilesim,train:linear,Linear,modeling:H200_Server,tilesim,unsupported,TileSim 的 H200 配置缺少 BF16 计算/向量参数；未改用 FP16,,
train:linear|modeling:H200_Server|method3,train:linear,Linear,modeling:H200_Server,method3,not_connected,尚未配置评估组件,,
train:linear|modeling:H200_Server|method4,train:linear,Linear,modeling:H200_Server,method4,not_connected,尚未配置评估组件,,
train:linear|modeling:R200_Server|profile,train:linear,Linear,modeling:R200_Server,profile,not_connected,尚未接入实测参考,,
train:linear|modeling:R200_Server|roofline,train:linear,Linear,modeling:R200_Server,roofline,succeeded,,0.134217728,roofline
train:linear|modeling:R200_Server|tilesim,train:linear,Linear,modeling:R200_Server,tilesim,unsupported,TileSim 的 R200 配置缺少 BF16 计算/向量参数；未改用 FP16,,
train:linear|modeling:R200_Server|method3,train:linear,Linear,modeling:R200_Server,method3,not_connected,尚未配置评估组件,,
train:linear|modeling:R200_Server|method4,train:linear,Linear,modeling:R200_Server,method4,not_connected,尚未配置评估组件,,
train:linear|tilesim:910B1|profile,train:linear,Linear,tilesim:910B1,profile,not_connected,尚未接入实测参考,,
train:linear|tilesim:910B1|roofline,train:linear,Linear,tilesim:910B1,roofline,unsupported,缺少此型号的 Roofline 规格（矩阵/向量峰值、整卡 HBM 带宽）,,
train:linear|tilesim:910B1|tilesim,train:linear,Linear,tilesim:910B1,tilesim,succeeded,,3.4319891447570026,dsl-eng
train:linear|tilesim:910B1|method3,train:linear,Linear,tilesim:910B1,method3,not_connected,尚未配置评估组件,,
train:linear|tilesim:910B1|method4,train:linear,Linear,tilesim:910B1,method4,not_connected,尚未配置评估组件,,
train:linear|tilesim:910B4|profile,train:linear,Linear,tilesim:910B4,profile,not_connected,尚未接入实测参考,,
train:linear|tilesim:910B4|roofline,train:linear,Linear,tilesim:910B4,roofline,unsupported,缺少此型号的 Roofline 规格（矩阵/向量峰值、整卡 HBM 带宽）,,
train:linear|tilesim:910B4|tilesim,train:linear,Linear,tilesim:910B4,tilesim,succeeded,,4.441526814082755,dsl-eng
train:linear|tilesim:910B4|method3,train:linear,Linear,tilesim:910B4,method3,not_connected,尚未配置评估组件,,
train:linear|tilesim:910B4|method4,train:linear,Linear,tilesim:910B4,method4,not_connected,尚未配置评估组件,,
train:bmm|ascend|profile,train:bmm,BMM,ascend,profile,not_connected,尚未接入实测参考,,
train:bmm|ascend|roofline,train:bmm,BMM,ascend,roofline,succeeded,,8.426057142857143,roofline
train:bmm|ascend|tilesim,train:bmm,BMM,ascend,tilesim,failed,"ImportError: dlopen(/Users/YokeLove/huawei/opscope/.venv/lib/python3.12/site-packages/scipy/sparse/linalg/_propack/_spropack.cpython-312-darwin.so, 0x0002): tried: '/Users/YokeLove/huawei/opscope/.venv/lib/python3.12/site-packages/scipy/sparse/linalg/_propack/_spropack.cpython-312-darwin.so' (section '__DATA/__thread_bss' has a zero-fill section type, but offset field is not zero), '/System/Volumes/Preboot/Cryptexes/OS/Users/YokeLove/huawei/opscope/.venv/lib/python3.12/site-packages/scipy/sparse/linalg/_propack/_spropack.cpython-312-darwin.so' (no such file), '/Users/YokeLove/huawei/opscope/.venv/lib/python3.12/site-packages/scipy/sparse/linalg/_propack/_spropack.cpython-312-darwin.so' (section '__DATA/__thread_bss' has a zero-fill section type, but offset field is not zero)",,
train:bmm|ascend|method3,train:bmm,BMM,ascend,method3,not_connected,尚未配置评估组件,,
train:bmm|ascend|method4,train:bmm,BMM,ascend,method4,not_connected,尚未配置评估组件,,
train:bmm|h100|profile,train:bmm,BMM,h100,profile,not_connected,尚未接入实测参考,,
train:bmm|h100|roofline,train:bmm,BMM,h100,roofline,succeeded,,4.024385501066098,roofline
train:bmm|h100|tilesim,train:bmm,BMM,h100,tilesim,unsupported,TileSim 的 H200 配置缺少 BF16 计算/向量参数；未改用 FP16,,
train:bmm|h100|method3,train:bmm,BMM,h100,method3,not_connected,尚未配置评估组件,,
train:bmm|h100|method4,train:bmm,BMM,h100,method4,not_connected,尚未配置评估组件,,
train:bmm|h200|profile,train:bmm,BMM,h200,profile,not_connected,尚未接入实测参考,,
train:bmm|h200|roofline,train:bmm,BMM,h200,roofline,succeeded,,2.8086857142857142,roofline
train:bmm|h200|tilesim,train:bmm,BMM,h200,tilesim,unsupported,TileSim 的 H200 配置缺少 BF16 计算/向量参数；未改用 FP16,,
train:bmm|h200|method3,train:bmm,BMM,h200,method3,not_connected,尚未配置评估组件,,
train:bmm|h200|method4,train:bmm,BMM,h200,method4,not_connected,尚未配置评估组件,,
train:bmm|b200|profile,train:bmm,BMM,b200,profile,not_connected,尚未接入实测参考,,
train:bmm|b200|roofline,train:bmm,BMM,b200,roofline,succeeded,,1.6852114285714284,roofline
train:bmm|b200|tilesim,train:bmm,BMM,b200,tilesim,unsupported,TileSim 的 GB200 配置缺少 BF16 计算/向量参数；未改用 FP16,,
train:bmm|b200|method3,train:bmm,BMM,b200,method3,not_connected,尚未配置评估组件,,
train:bmm|b200|method4,train:bmm,BMM,b200,method4,not_connected,尚未配置评估组件,,
train:bmm|b300|profile,train:bmm,BMM,b300,profile,not_connected,尚未接入实测参考,,
train:bmm|b300|roofline,train:bmm,BMM,b300,roofline,succeeded,,1.6852114285714284,roofline
train:bmm|b300|tilesim,train:bmm,BMM,b300,tilesim,unsupported,TileSim 的 H200 配置缺少 BF16 计算/向量参数；未改用 FP16,,
train:bmm|b300|method3,train:bmm,BMM,b300,method3,not_connected,尚未配置评估组件,,
train:bmm|b300|method4,train:bmm,BMM,b300,method4,not_connected,尚未配置评估组件,,
train:bmm|r200|profile,train:bmm,BMM,r200,profile,not_connected,尚未接入实测参考,,
train:bmm|r200|roofline,train:bmm,BMM,r200,roofline,succeeded,,0.6128041558441559,roofline
train:bmm|r200|tilesim,train:bmm,BMM,r200,tilesim,unsupported,TileSim 的 R200 配置缺少 BF16 计算/向量参数；未改用 FP16,,
train:bmm|r200|method3,train:bmm,BMM,r200,method3,not_connected,尚未配置评估组件,,
train:bmm|r200|method4,train:bmm,BMM,r200,method4,not_connected,尚未配置评估组件,,
train:bmm|modeling:Adevice03_POD|profile,train:bmm,BMM,modeling:Adevice03_POD,profile,not_connected,尚未接入实测参考,,
train:bmm|modeling:Adevice03_POD|roofline,train:bmm,BMM,modeling:Adevice03_POD,roofline,succeeded,,8.426057142857143,roofline
train:bmm|modeling:Adevice03_POD|tilesim,train:bmm,BMM,modeling:Adevice03_POD,tilesim,failed,"ImportError: dlopen(/Users/YokeLove/huawei/opscope/.venv/lib/python3.12/site-packages/scipy/sparse/linalg/_propack/_spropack.cpython-312-darwin.so, 0x0002): tried: '/Users/YokeLove/huawei/opscope/.venv/lib/python3.12/site-packages/scipy/sparse/linalg/_propack/_spropack.cpython-312-darwin.so' (section '__DATA/__thread_bss' has a zero-fill section type, but offset field is not zero), '/System/Volumes/Preboot/Cryptexes/OS/Users/YokeLove/huawei/opscope/.venv/lib/python3.12/site-packages/scipy/sparse/linalg/_propack/_spropack.cpython-312-darwin.so' (no such file), '/Users/YokeLove/huawei/opscope/.venv/lib/python3.12/site-packages/scipy/sparse/linalg/_propack/_spropack.cpython-312-darwin.so' (section '__DATA/__thread_bss' has a zero-fill section type, but offset field is not zero)",,
train:bmm|modeling:Adevice03_POD|method3,train:bmm,BMM,modeling:Adevice03_POD,method3,not_connected,尚未配置评估组件,,
train:bmm|modeling:Adevice03_POD|method4,train:bmm,BMM,modeling:Adevice03_POD,method4,not_connected,尚未配置评估组件,,
train:bmm|modeling:Adevice03_Server|profile,train:bmm,BMM,modeling:Adevice03_Server,profile,not_connected,尚未接入实测参考,,
train:bmm|modeling:Adevice03_Server|roofline,train:bmm,BMM,modeling:Adevice03_Server,roofline,succeeded,,8.426057142857143,roofline
train:bmm|modeling:Adevice03_Server|tilesim,train:bmm,BMM,modeling:Adevice03_Server,tilesim,failed,"ImportError: dlopen(/Users/YokeLove/huawei/opscope/.venv/lib/python3.12/site-packages/scipy/sparse/linalg/_propack/_spropack.cpython-312-darwin.so, 0x0002): tried: '/Users/YokeLove/huawei/opscope/.venv/lib/python3.12/site-packages/scipy/sparse/linalg/_propack/_spropack.cpython-312-darwin.so' (section '__DATA/__thread_bss' has a zero-fill section type, but offset field is not zero), '/System/Volumes/Preboot/Cryptexes/OS/Users/YokeLove/huawei/opscope/.venv/lib/python3.12/site-packages/scipy/sparse/linalg/_propack/_spropack.cpython-312-darwin.so' (no such file), '/Users/YokeLove/huawei/opscope/.venv/lib/python3.12/site-packages/scipy/sparse/linalg/_propack/_spropack.cpython-312-darwin.so' (section '__DATA/__thread_bss' has a zero-fill section type, but offset field is not zero)",,
train:bmm|modeling:Adevice03_Server|method3,train:bmm,BMM,modeling:Adevice03_Server,method3,not_connected,尚未配置评估组件,,
train:bmm|modeling:Adevice03_Server|method4,train:bmm,BMM,modeling:Adevice03_Server,method4,not_connected,尚未配置评估组件,,
train:bmm|modeling:B200_POD|profile,train:bmm,BMM,modeling:B200_POD,profile,not_connected,尚未接入实测参考,,
train:bmm|modeling:B200_POD|roofline,train:bmm,BMM,modeling:B200_POD,roofline,succeeded,,1.6852114285714284,roofline
train:bmm|modeling:B200_POD|tilesim,train:bmm,BMM,modeling:B200_POD,tilesim,unsupported,TileSim 的 GB200 配置缺少 BF16 计算/向量参数；未改用 FP16,,
train:bmm|modeling:B200_POD|method3,train:bmm,BMM,modeling:B200_POD,method3,not_connected,尚未配置评估组件,,
train:bmm|modeling:B200_POD|method4,train:bmm,BMM,modeling:B200_POD,method4,not_connected,尚未配置评估组件,,
train:bmm|modeling:B200_Server|profile,train:bmm,BMM,modeling:B200_Server,profile,not_connected,尚未接入实测参考,,
train:bmm|modeling:B200_Server|roofline,train:bmm,BMM,modeling:B200_Server,roofline,succeeded,,1.6852114285714284,roofline
train:bmm|modeling:B200_Server|tilesim,train:bmm,BMM,modeling:B200_Server,tilesim,unsupported,TileSim 的 GB200 配置缺少 BF16 计算/向量参数；未改用 FP16,,
train:bmm|modeling:B200_Server|method3,train:bmm,BMM,modeling:B200_Server,method3,not_connected,尚未配置评估组件,,
train:bmm|modeling:B200_Server|method4,train:bmm,BMM,modeling:B200_Server,method4,not_connected,尚未配置评估组件,,
train:bmm|modeling:B300_POD|profile,train:bmm,BMM,modeling:B300_POD,profile,not_connected,尚未接入实测参考,,
train:bmm|modeling:B300_POD|roofline,train:bmm,BMM,modeling:B300_POD,roofline,succeeded,,1.6852114285714284,roofline
train:bmm|modeling:B300_POD|tilesim,train:bmm,BMM,modeling:B300_POD,tilesim,unsupported,TileSim 的 H200 配置缺少 BF16 计算/向量参数；未改用 FP16,,
train:bmm|modeling:B300_POD|method3,train:bmm,BMM,modeling:B300_POD,method3,not_connected,尚未配置评估组件,,
train:bmm|modeling:B300_POD|method4,train:bmm,BMM,modeling:B300_POD,method4,not_connected,尚未配置评估组件,,
train:bmm|modeling:B300_Server|profile,train:bmm,BMM,modeling:B300_Server,profile,not_connected,尚未接入实测参考,,
train:bmm|modeling:B300_Server|roofline,train:bmm,BMM,modeling:B300_Server,roofline,succeeded,,1.6852114285714284,roofline
train:bmm|modeling:B300_Server|tilesim,train:bmm,BMM,modeling:B300_Server,tilesim,unsupported,TileSim 的 H200 配置缺少 BF16 计算/向量参数；未改用 FP16,,
train:bmm|modeling:B300_Server|method3,train:bmm,BMM,modeling:B300_Server,method3,not_connected,尚未配置评估组件,,
train:bmm|modeling:B300_Server|method4,train:bmm,BMM,modeling:B300_Server,method4,not_connected,尚未配置评估组件,,
train:bmm|modeling:H100_POD|profile,train:bmm,BMM,modeling:H100_POD,profile,not_connected,尚未接入实测参考,,
train:bmm|modeling:H100_POD|roofline,train:bmm,BMM,modeling:H100_POD,roofline,succeeded,,4.024385501066098,roofline
